Date,Open,High,Low,Close,Adj Close,Volume
9/19/2013,22.67242241,22.67242241,22.40740776,22.48223114,22.48223114,63852084
9/20/2013,22.48223114,22.62587547,22.41291237,22.60034943,22.60034943,173638188
9/23/2013,22.42617607,22.56231117,22.15215111,22.18468475,22.18468475,71024904
9/24/2013,22.18468475,22.27477455,22.05705643,22.19319344,22.19319344,59412528
9/25/2013,22.18593597,22.18593597,21.91191292,21.95270348,21.95270348,65894040
9/26/2013,21.97947884,22.09084129,21.89689636,21.97622681,21.97622681,50345604
9/27/2013,21.8923912,21.95996094,21.80455589,21.93168259,21.93168259,50301648
9/30/2013,21.74874878,22.04304314,21.72947884,21.9196701,21.9196701,68827104
10/1/2013,22.02827835,22.21396446,22.02327347,22.19719696,22.19719696,67324608
10/2/2013,22.09033966,22.2562561,21.96746635,22.22197151,22.22197151,59752188
10/3/2013,22.22222137,22.37487411,21.82432365,21.92417336,21.92417336,84595320
10/4/2013,21.89689636,21.95970917,21.77177238,21.83058167,21.83058167,54265680
10/7/2013,21.70795822,21.87162209,21.62437439,21.66516495,21.66516495,51692256
10/8/2013,21.65465546,21.67117119,21.31206131,21.3631134,21.3631134,77670252
10/9/2013,21.42842865,21.58783722,21.09559631,21.41791725,21.41791725,105945948
10/10/2013,21.61761856,21.74249268,21.52677727,21.72772789,21.72772789,90121788
10/11/2013,21.67242241,21.85885811,21.65415382,21.82157135,21.82157135,56299644
10/14/2013,21.68818855,21.92817879,21.6564064,21.92467499,21.92467499,49694256
10/15/2013,21.91591644,22.16291237,21.87187195,22.07232285,22.07232285,63612324
10/16/2013,22.16891861,22.48073006,22.12237167,22.47322273,22.47322273,80223696
10/17/2013,22.3470974,22.44494438,22.16541481,22.24199295,22.24199295,170093736
10/18/2013,24.43893814,25.41191292,24.37437439,25.31056023,25.31056023,462193344
10/21/2013,25.31181145,25.50050163,25.01376343,25.1076088,25.1076088,144986868
10/22/2013,25.1501503,25.35034943,24.9196701,25.20019913,25.20019913,88255656
10/23/2013,25.05005074,25.89464569,25.04079056,25.81106186,25.81106186,106421472
10/24/2013,25.82257271,26.04029083,25.64564514,25.66441345,25.66441345,83600316
10/25/2013,25.74624634,25.74624634,25.29379463,25.40540504,25.40540504,81138780
10/28/2013,25.40540504,25.61136055,25.35009956,25.40040016,25.40040016,46301652
10/29/2013,25.50300217,25.94944954,25.36286354,25.93193245,25.93193245,64135800
10/30/2013,25.96171188,25.9637146,25.67567635,25.7862854,25.7862854,52911036
10/31/2013,25.74899864,26.06406403,25.62487411,25.79029083,25.79029083,65534400
11/1/2013,25.8205719,25.92592621,25.65315247,25.70170212,25.70170212,51280668
11/4/2013,25.81331253,25.83508492,25.57632637,25.67842865,25.67842865,45506448
11/5/2013,25.53428459,25.81706619,25.46096039,25.5635643,25.5635643,47208744
11/6/2013,25.66566658,25.70070076,25.40966034,25.59434319,25.59434319,36479484
11/7/2013,25.59084129,25.62387466,25.21621513,25.22397423,25.22397423,67116816
11/8/2013,25.24399376,25.48798752,25.23773766,25.42617607,25.42617607,51580368
11/11/2013,25.26301384,25.42367363,25.22522545,25.29003906,25.29003906,44459496
11/12/2013,25.21771812,25.46446419,25.1501503,25.3198204,25.3198204,48675276
11/13/2013,25.19394493,25.8470974,25.18768883,25.83758736,25.83758736,63112824
11/14/2013,25.87387466,26.01976967,25.78453445,25.90665627,25.90665627,46621332
11/15/2013,25.89764786,25.97597694,25.7835331,25.86486435,25.86486435,51000948
11/18/2013,25.9196701,26.24474525,25.75675774,25.81456566,25.81456566,70317612
11/19/2013,25.81881905,25.89464569,25.60185242,25.65565681,25.65565681,45218736
11/20/2013,25.77452469,25.85985947,25.53453445,25.58333206,25.58333206,38509452
11/21/2013,25.70070076,25.98373413,25.67567635,25.87762833,25.87762833,43628328
11/22/2013,25.86136055,25.9301796,25.7562561,25.82307243,25.82307243,50117832
11/25/2013,25.95495415,26.3561058,25.90140152,26.17442322,26.17442322,64455480
11/26/2013,26.24124146,26.56406403,26.09959984,26.4867363,26.4867363,91360548
11/27/2013,26.57732773,26.72672653,26.5265274,26.60435486,26.60435486,44899056
11/29/2013,26.58058167,26.69219208,26.51276207,26.51626587,26.51626587,47664288
12/2/2013,26.61436462,26.68543434,26.29529572,26.38838768,26.38838768,54873072
12/3/2013,26.30005074,26.61261368,26.25175285,26.35785866,26.35785866,66976956
12/4/2013,26.31056023,26.62612534,26.27627563,26.48098183,26.48098183,47616336
12/5/2013,26.45645523,26.51801872,26.30355453,26.45996094,26.45996094,45302652
12/6/2013,26.77152252,26.77677727,26.52852821,26.77352333,26.77352333,57094848
12/9/2013,26.80155182,27.08483505,26.72722626,26.98048019,26.98048019,59244696
12/10/2013,26.93068123,27.33508492,26.91816711,27.14364433,27.14364433,74081844
12/11/2013,27.21221161,27.31031036,26.90615654,26.95920944,26.95920944,68403528
12/12/2013,27.01626587,27.1006012,26.75175285,26.77577591,26.77577591,63796140
12/13/2013,26.91191292,26.93418312,26.47372437,26.54629517,26.54629517,86409504
12/16/2013,26.62662697,26.89414406,26.5768261,26.85135078,26.85135078,64015920
12/17/2013,26.84734726,27.0460453,26.73623657,26.77327347,26.77327347,61366572
12/18/2013,26.82307243,27.15090179,26.50250244,27.14589691,27.14589691,88323588
12/19/2013,27.04629517,27.32707787,27.00400352,27.18268394,27.18268394,66561372
12/20/2013,27.23473549,27.55680656,27.22722626,27.54304314,27.54304314,130333536
12/23/2013,27.72372437,27.92292213,27.65565681,27.90540504,27.90540504,68795136
12/24/2013,27.90215111,27.90890884,27.73023033,27.82382393,27.82382393,29338632
12/26/2013,27.87812805,28.00300217,27.74499512,27.96446419,27.96446419,53458488
12/27/2013,28.02802849,28.03503418,27.85135078,27.98798752,27.98798752,62725212
12/30/2013,28.03653717,28.0405407,27.75325394,27.76426315,27.76426315,49394556
12/31/2013,27.83383369,28.0530529,27.68418312,28.04579544,28.04579544,54261684
1/2/2014,27.91441345,27.97172165,27.73423386,27.85585594,27.85585594,72783144
1/3/2014,27.9029026,27.95120049,27.65090179,27.65265274,27.65265274,66601332
1/6/2014,27.85310364,27.99949837,27.68868828,27.96096039,27.96096039,70701228
1/7/2014,28.15315247,28.52077103,28.05705643,28.5,28.5,102001896
1/8/2014,28.67867851,28.71171188,28.36061096,28.55930901,28.55930901,89610300
1/9/2014,28.61461449,28.63413429,28.16716766,28.28428459,28.28428459,83296620
1/10/2014,28.50550652,28.50550652,28.08433342,28.28278351,28.28278351,85654260
1/13/2014,28.1899395,28.70145035,27.95720673,28.10260391,28.10260391,96659244
1/14/2014,28.47722626,28.8038044,28.23048019,28.76376343,28.76376343,99204696
1/15/2014,28.85360336,28.90390396,28.62337303,28.74424362,28.74424362,77929992
1/16/2014,28.7562561,28.97722626,28.72872925,28.93443489,28.93443489,67288644
1/17/2014,28.95019913,29.04479408,28.63363457,28.79204178,28.79204178,107943948
1/21/2014,29.05230141,29.12912941,28.81131172,29.12162209,29.12162209,79116804
1/22/2014,29.19444466,29.22647667,29.00050163,29.15465546,29.15465546,62793144
1/23/2014,29.02902985,29.09134102,28.88813782,29.03153229,29.03153229,77886036
1/24/2014,28.80405426,28.86761856,28.10310364,28.12387466,28.12387466,155544300
1/27/2014,28.18068123,28.19069099,27.08383369,27.55830765,27.55830765,173969856
1/28/2014,27.78578568,28.17192268,27.77627563,28.1033535,28.1033535,88319592
1/29/2014,28.00600624,28.07182121,27.51301384,27.70070076,27.70070076,95100804
1/30/2014,28.6536541,28.84109116,28.2094593,28.41316223,28.41316223,203452344
1/31/2014,29.31306267,29.69319344,28.80705643,29.5538044,29.5538044,222429348
2/3/2014,29.50951004,29.57257271,28.32857895,28.36411476,28.36411476,182581236
2/4/2014,28.47822762,28.90390396,28.45370483,28.48248291,28.48248291,112363524
2/5/2014,28.6131134,28.79804802,28.22872925,28.60860825,28.60860825,95684220
2/6/2014,28.80705643,29.03303337,28.71746635,29.02802849,29.02802849,77786136
2/7/2014,29.2199707,29.47697639,29.04304314,29.46546555,29.46546555,105342552
2/10/2014,29.32432365,29.58959007,29.25475502,29.35260391,29.35260391,77730192
2/11/2014,29.53378487,29.82657623,29.33458519,29.78428459,29.78428459,81949968
2/12/2014,29.75475502,29.77977943,29.56406403,29.6969471,29.6969471,68911020
2/13/2014,29.54829788,30.02752876,29.52102089,30.02752876,30.02752876,73382544
2/14/2014,29.92016983,30.13989067,29.8498497,30.10009956,30.10009956,87380532
2/18/2014,30.06531525,30.35210228,30.0300293,30.30230141,30.30230141,84271644
2/19/2014,30.16266251,30.26076126,29.96746635,30.08858871,30.08858871,84059856
2/20/2014,30.10860825,30.20245171,30.03553581,30.13288307,30.13288307,67963968
2/21/2014,30.22547531,30.27702713,30.10110092,30.12487411,30.12487411,74417508
2/24/2014,30.16416359,30.53453445,30.15765762,30.34309387,30.34309387,66905028
2/25/2014,30.42892838,30.6431427,30.29079056,30.53053093,30.53053093,57490452
2/26/2014,30.63063049,30.7527523,30.37437439,30.53478432,30.53478432,79208712
2/27/2014,30.4902401,30.63638687,30.45570564,30.51076126,30.51076126,50349600
2/28/2014,30.53903961,30.63538551,30.18568611,30.42167282,30.42167282,92451456
3/3/2014,30.19894981,30.22622681,29.83333206,30.09734726,30.09734726,84107808
3/4/2014,30.40540504,30.43042946,30.26776886,30.40315247,30.40315247,58649292
3/5/2014,30.40665627,30.6076088,30.31556511,30.48698616,30.48698616,49362588
3/6/2014,30.58758736,30.68443489,30.49549484,30.52077103,30.52077103,50673276
3/7/2014,30.70070076,30.70545578,30.3163166,30.4001503,30.4001503,60543396
3/10/2014,30.42267227,30.47147179,30.13238144,30.31957054,30.31957054,48535416
3/11/2014,30.37462425,30.38838768,29.94594574,30.02977943,30.02977943,68451480
3/12/2014,29.9399395,30.22647667,29.63438416,30.21271324,30.21271324,78493428
3/13/2014,30.22897911,30.29279327,29.64864922,29.7562561,29.7562561,93730176
3/14/2014,29.57932854,29.80155182,29.34259224,29.34934807,29.34934807,91664244
3/17/2014,29.51076126,29.956707,29.48223114,29.83233261,29.83233261,86397516
3/18/2014,29.8966465,30.31856918,29.85635567,30.31181145,30.31181145,72527400
3/19/2014,30.32532501,30.33008003,29.89014053,30.01126099,30.01126099,64451484
3/20/2014,30.02877808,30.27052116,29.91391373,29.95895958,29.95895958,67320612
3/21/2014,30.18793869,30.27102089,29.59084129,29.60560608,29.60560608,128211660
3/24/2014,29.63438416,29.65215111,28.67742729,28.97722626,28.97722626,121362516
3/25/2014,29.17917824,29.27527428,28.70370483,28.99699783,28.99699783,96311592
3/26/2014,29.07932854,29.31856918,28.31581688,28.32757759,28.32757759,103096800
3/27/2014,28.2995491,28.3268261,27.58008003,27.88488579,27.88488579,152735112
3/28/2014,28.00300217,28.35810852,27.97222137,28.03178215,28.03178215,90265644
3/31/2014,28.28828812,28.40340233,27.84909821,27.89064026,27.89064026,77614308
4/1/2014,28.03478432,28.46596527,27.97797775,28.40065193,28.40065193,87152760
4/2/2014,28.57607651,28.64864922,28.12812805,28.40590668,28.40590668,83360556
4/3/2014,28.66950035,29.41500092,28.30050087,28.57500076,28.57500076,80366000
4/4/2014,28.92749977,28.98600006,27.22450066,27.26250076,27.26250076,107274000
4/7/2014,27.23950005,27.49250031,26.5265007,27.03149986,27.03149986,79232000
4/8/2014,27.25250053,27.99399948,27.23500061,27.87549973,27.87549973,69650000
4/9/2014,28.29199982,28.38999939,27.7689991,28.35199928,28.35199928,60632000
4/10/2014,28.39999962,28.41049957,27.27499962,27.33449936,27.33449936,65890000
4/11/2014,26.89699936,27.37949944,26.67000008,26.88800049,26.88800049,63494000
4/14/2014,27.18300056,27.65099907,27.02599907,27.26000023,27.26000023,50824000
4/15/2014,27.54999924,27.64450073,26.53199959,27.43499947,27.43499947,79956000
4/16/2014,27.88500023,28.20000076,27.65500069,28.19499969,28.19499969,91644000
4/17/2014,27.81599998,27.85000038,26.96999931,27.16699982,27.16699982,112294000
4/21/2014,27.20000076,27.20000076,26.70000076,26.96850014,26.96850014,48502000
4/22/2014,26.79999924,27.39999962,26.79999924,27.27499962,27.27499962,46622000
4/23/2014,27.18350029,27.23999977,26.40649986,26.87549973,26.87549973,39114000
4/24/2014,27.08449936,27.125,26.54999924,26.72200012,26.72200012,41348000
4/25/2014,26.61300087,26.69300079,26.125,26.15500069,26.15500069,47400000
4/28/2014,26.29000092,26.29500008,25.54999924,26.14900017,26.14900017,75056000
4/29/2014,26.19449997,26.88800049,26.14999962,26.81649971,26.81649971,50704000
4/30/2014,26.75600052,26.81699944,26.4545002,26.74399948,26.74399948,40770000
5/1/2014,26.71249962,26.99550056,26.64299965,26.92650032,26.92650032,40086000
5/2/2014,27.0720005,27.12000084,26.66349983,26.69350052,26.69350052,35616000
5/5/2014,26.51199913,26.7859993,26.37899971,26.76650047,26.76650047,24568000
5/6/2014,26.6704998,26.72750092,26.11300087,26.12849998,26.12849998,36700000
5/7/2014,26.16250038,26.2215004,25.55450058,25.89999962,25.89999962,61486000
5/8/2014,25.7859993,26.36750031,25.72299957,26.00849915,26.00849915,49040000
