Date,Open,High,Low,Close,Adj Close,Volume
1/2/2013,18.0035038,18.19319344,17.93168259,18.09934807,18.09934807,101550348
1/3/2013,18.14139175,18.31656647,18.03603554,18.10985947,18.10985947,92635272
1/4/2013,18.25175285,18.55530548,18.2102108,18.46771812,18.46771812,110429460
1/7/2013,18.40465546,18.50300217,18.28278351,18.38713646,18.38713646,66161772
1/8/2013,18.40690613,18.42592621,18.12887955,18.35085106,18.35085106,66976956
1/9/2013,18.32507515,18.47722626,18.2332325,18.47147179,18.47147179,80907012
1/10/2013,18.5893383,18.64364433,18.35585594,18.55555534,18.55555534,73354572
1/11/2013,18.56856918,18.57932854,18.42592621,18.51826859,18.51826859,51356592
1/14/2013,18.4434433,18.57357407,18.0768261,18.09934807,18.09934807,114441444
1/15/2013,18.00125122,18.39339256,17.82032013,18.14139175,18.14139175,156950892
1/16/2013,18.07807732,18.12662697,17.8596096,17.89764786,17.89764786,80855064
1/17/2013,17.96071053,18.00900841,17.793293,17.80080032,17.80080032,88371540
1/18/2013,17.77677727,17.83708763,17.55080032,17.63038063,17.63038063,128942928
1/22/2013,17.63413429,17.65115166,17.40540504,17.5893383,17.5893383,151544304
1/23/2013,18.41816711,18.7437439,18.41316223,18.55605507,18.55605507,236127636
1/24/2013,18.5495491,18.93968964,18.53128052,18.87412453,18.87412453,135172692
1/25/2013,18.78803825,18.98098183,18.77502441,18.86061096,18.86061096,88946964
1/28/2013,18.81281281,18.90890884,18.71596527,18.7870369,18.7870369,65018916
1/29/2013,18.68743706,18.94269371,18.68218231,18.86086082,18.86086082,69814116
1/30/2013,18.86236191,19.04279327,18.84159279,18.86461449,18.86461449,69250680
1/31/2013,18.78153229,18.9594593,18.77502441,18.91116142,18.91116142,65302632
2/1/2013,18.97397423,19.43443489,18.97147179,19.40940857,19.40940857,149694156
2/4/2013,19.21146011,19.28103065,18.97572517,18.99449348,18.99449348,121498380
2/5/2013,19.04729652,19.29704666,19.00575638,19.16266251,19.16266251,74753172
2/6/2013,18.99574661,19.34334373,18.98148155,19.27352333,19.27352333,83040876
2/7/2013,19.26176262,19.48974037,19.15665627,19.36811829,19.36811829,113494392
2/8/2013,19.52277374,19.6864357,19.50850868,19.65390396,19.65390396,120683196
2/11/2013,19.47947884,19.59459496,19.3631134,19.58008003,19.58008003,86625288
2/12/2013,19.56331253,19.71721649,19.50375366,19.5370369,19.5370369,74285640
2/13/2013,19.52277374,19.65340233,19.51876831,19.59109116,19.59109116,47880072
2/14/2013,19.51276207,19.73823738,19.4637146,19.71521568,19.71521568,69342588
2/15/2013,19.70470428,19.85135078,19.69644547,19.84209251,19.84209251,109082808
2/19/2013,19.9196701,20.19519424,19.90190125,20.19144058,20.19144058,117154728
2/20/2013,20.15265274,20.24449348,19.81456566,19.83133125,19.83133125,110457432
2/21/2013,19.9699707,20.1564064,19.8003006,19.90815735,19.90815735,140115744
2/22/2013,20.00150108,20.05130005,19.86486435,20.01276207,20.01276207,82073844
2/25/2013,20.07757759,20.23048019,19.78203201,19.78903961,19.78903961,92063844
2/26/2013,19.89489555,19.91866875,19.62962914,19.77302361,19.77302361,88011900
2/27/2013,19.88989067,20.13888931,19.79754829,20.01451492,20.01451492,80962956
2/28/2013,20.04754829,20.19494438,20.04579544,20.05005074,20.05005074,90541368
3/1/2013,19.96496582,20.19869995,19.92367363,20.17492485,20.17492485,86928984
3/4/2013,20.15265274,20.59159279,20.14514542,20.55805779,20.55805779,110912976
3/5/2013,20.74399376,21.02477455,20.74324226,20.98598671,20.98598671,161602236
3/6/2013,21.0467968,21.12112045,20.74099159,20.80530548,20.80530548,114805080
3/7/2013,20.87237167,20.9364357,20.76025963,20.83583641,20.83583641,82025892
3/8/2013,20.8833828,20.8938942,20.64689636,20.80880928,20.80880928,116359524
3/11/2013,20.81306267,21.01351357,20.80830765,20.89139175,20.89139175,63724212
3/12/2013,20.78853989,20.81806755,20.61236191,20.71096039,20.71096039,80251668
3/13/2013,20.71821785,20.78803825,20.57832718,20.65340233,20.65340233,65586348
3/14/2013,20.69544411,20.69544411,20.45520592,20.55905914,20.55905914,65981952
3/15/2013,20.48298264,20.52802849,20.35385323,20.37787819,20.37787819,123864012
3/18/2013,20.14514542,20.3393383,20.05680656,20.21496582,20.21496582,73458468
3/19/2013,20.30130005,20.50175285,20.18143082,20.30330276,20.30330276,83844072
3/20/2013,20.44119072,20.45820808,20.30630684,20.38813782,20.38813782,58493448
3/21/2013,20.30255318,20.4434433,20.26651764,20.30180168,20.30180168,59044896
3/22/2013,20.38888931,20.40140152,20.26126099,20.27802849,20.27802849,59468472
3/25/2013,20.33058167,20.50125122,20.19069099,20.26126099,20.26126099,68411520
3/26/2013,20.35785866,20.37037086,20.21496582,20.33083153,20.33083153,47628324
3/27/2013,20.18718719,20.19519424,20.05330276,20.08658791,20.08658791,86441472
3/28/2013,20.11986923,20.15440369,19.85235214,19.87462425,19.87462425,91420488
4/1/2013,19.89514542,20.07632637,19.85110092,20.04980087,20.04980087,72219708
4/2/2013,20.13363457,20.39114189,20.12011909,20.3463459,20.3463459,81578340
4/3/2013,20.3568573,20.37537575,20.03678703,20.17517471,20.17517471,69470460
4/4/2013,20.1263752,20.16391373,19.80230141,19.8966465,19.8966465,97806096
4/5/2013,19.67117119,19.69444466,19.4294281,19.59584618,19.59584618,137218644
4/8/2013,19.48823738,19.50825882,19.22922897,19.39064026,19.39064026,113170716
4/9/2013,19.40690613,19.61336327,19.3470974,19.46071053,19.46071053,86205708
4/10/2013,19.59259224,19.82857895,19.41941833,19.77427483,19.77427483,79064856
4/11/2013,19.84184265,19.84734726,19.62112045,19.77952957,19.77952957,81066852
4/12/2013,19.81957054,19.82232285,19.5928421,19.77102089,19.77102089,65402532
4/15/2013,19.66841888,19.94494438,19.44494438,19.56781769,19.56781769,98025876
4/16/2013,19.68443489,19.91991997,19.61761856,19.85410309,19.85410309,69610320
4/17/2013,19.68843842,19.79079056,19.47197151,19.58358383,19.58358383,81398520
4/18/2013,19.65340233,19.66466522,19.05055046,19.1669178,19.1669178,132767100
4/19/2013,19.24824715,20.1061058,19.17567635,20.0167675,20.0167675,231895872
4/22/2013,20.03503418,20.11911964,19.39439392,20.02277374,20.02277374,115220664
4/23/2013,20.04504585,20.40790749,20.02902985,20.21771812,20.21771812,91600308
4/24/2013,20.22297287,20.47047043,20.22022057,20.35660744,20.35660744,73090836
4/25/2013,20.4266777,20.43218231,20.21096039,20.24774742,20.24774742,79608312
4/26/2013,20.2102108,20.2137146,19.93443489,20.05555534,20.05555534,99408492
4/29/2013,20.10135078,20.58808708,20.09509468,20.49699783,20.49699783,91939968
4/30/2013,20.49549484,20.71171188,20.46246147,20.63488579,20.63488579,92175732
5/1/2013,20.60210228,20.63863945,20.4294281,20.53128052,20.53128052,58141800
5/2/2013,20.52302361,20.88463593,20.49674606,20.76101112,20.76101112,80651268
5/3/2013,20.94494438,21.19119072,20.92092133,21.16416359,21.16416359,100403496
5/6/2013,21.22772789,21.56781769,21.22772789,21.56031036,21.56031036,85566348
5/7/2013,21.59684753,21.61836815,21.28803825,21.45220184,21.45220184,78281640
5/8/2013,21.44644547,21.86886978,21.34409332,21.86261368,21.86261368,98633268
5/9/2013,21.79279327,22.01351357,21.72747612,21.80880928,21.80880928,87935976
5/10/2013,21.90465546,22.03553581,21.82582664,22.02777863,22.02777863,75832092
5/13/2013,21.99424362,22.08383369,21.85635567,21.9602108,21.9602108,57882060
5/14/2013,21.9594593,22.2394886,21.9504509,22.1996994,22.1996994,63108828
5/15/2013,22.4099102,22.93243217,22.37287331,22.92016983,22.92016983,159276564
5/16/2013,22.99799728,23.02252388,22.57282257,22.61936951,22.61936951,128255616
5/17/2013,22.77327347,22.86010933,22.53553581,22.75225258,22.75225258,111568320
5/20/2013,22.64764786,23.03803825,22.64764786,22.73598671,22.73598671,90817092
5/21/2013,22.72322273,22.81431389,22.46271324,22.6969471,22.6969471,79240680
5/22/2013,22.58658791,22.75550652,22.19419479,22.25775719,22.25775719,102321576
5/23/2013,21.9469471,22.27127075,21.87187195,22.09184265,22.09184265,90912996
5/24/2013,21.90340233,21.99249268,21.79704666,21.85485458,21.85485458,91780128
5/28/2013,22.1096096,22.32582664,22.03203201,22.0538044,22.0538044,90209700
5/29/2013,21.91466522,21.97172165,21.62887955,21.72947884,21.72947884,80455464
5/30/2013,21.76976967,21.99449348,21.68193245,21.79079056,21.79079056,84743172
5/31/2013,21.72472572,21.9469471,21.70970917,21.80230141,21.80230141,78697224
6/3/2013,21.84684753,21.87112045,21.39689636,21.71246147,21.71246147,98928972
6/4/2013,21.71796799,21.78653717,21.37312317,21.49899864,21.49899864,74669256
6/5/2013,21.58433342,21.75800705,21.4496994,21.51401329,21.51401329,84187728
6/6/2013,21.62912941,21.67992973,21.20170212,21.63763809,21.63763809,103060836
6/7/2013,21.78228188,22.02202225,21.65465546,22.01526451,22.01526451,106877016
6/10/2013,22.07457542,22.29729652,22.02427483,22.27777863,22.27777863,93418488
6/11/2013,22.12137032,22.19719696,22.01000977,22.01726723,22.01726723,70233696
6/12/2013,22.15865898,22.17217255,21.76301384,21.82132149,21.82132149,88103808
6/13/2013,21.74624634,22.01351357,21.65915871,21.9469471,21.9469471,82713204
6/14/2013,22.02452469,22.13964081,21.87512589,21.89789772,21.89789772,89710200
6/17/2013,22.0027523,22.25800705,21.97897911,22.17842865,22.17842865,85766148
6/18/2013,22.23848724,22.54754829,22.23098183,22.53803825,22.53803825,86589324
6/19/2013,22.55680656,22.79379463,22.45996094,22.53953934,22.53953934,116519364
6/20/2013,22.37212181,22.54754829,22.10485458,22.14064026,22.14064026,134745120
6/21/2013,22.23073006,22.26926994,21.84859848,22.04529572,22.04529572,159132708
6/24/2013,21.81881905,21.92992973,21.60285378,21.76651764,21.76651764,120555324
6/25/2013,21.95345306,22.01401329,21.63438416,21.6766777,21.6766777,102025872
6/26/2013,21.86561584,21.97197151,21.78603554,21.8631134,21.8631134,73182744
6/27/2013,21.99199295,22.13938904,21.93818855,21.94869995,21.94869995,76982940
6/28/2013,21.89439392,22.06806755,21.87662697,22.03128052,22.03128052,93878028
7/1/2013,22.18343353,22.32432365,22.14714622,22.21921921,22.21921921,68923008
7/2/2013,22.27727699,22.29729652,21.95370483,22.07983017,22.07983017,75584340
7/3/2013,22.01951981,22.25150108,21.98448372,22.18293381,22.18293381,41838120
7/5/2013,22.27252388,22.40765762,22.20570564,22.3596096,22.3596096,68007924
7/8/2013,22.5027523,22.6794281,22.44944954,22.64990044,22.64990044,78701220
7/9/2013,22.79779816,22.84659767,22.47197151,22.6536541,22.6536541,79096824
7/10/2013,22.60885811,22.80130005,22.53203201,22.67242241,22.67242241,68267664
7/11/2013,22.84784889,23.043293,22.73573685,23.02902985,23.02902985,103264632
7/12/2013,23.02302361,23.09809875,22.90390396,23.09809875,23.09809875,102625272
7/15/2013,23.13063049,23.22322273,22.93193245,23.1403904,23.1403904,78341580
7/16/2013,23.20145035,23.22247124,22.87037086,23.0132637,23.0132637,79240680
7/17/2013,23.04804802,23.19469452,22.93042946,22.9867363,22.9867363,60183756
7/18/2013,22.99774742,23.02302361,22.60235214,22.7897892,22.7897892,145234620
7/19/2013,22.18743706,22.5963459,21.91216278,22.43743706,22.43743706,294077628
7/22/2013,22.57257271,22.83959007,22.44744682,22.79029083,22.79029083,116011872
7/23/2013,22.79029083,22.84784889,22.51176262,22.61761856,22.61761856,81746172
7/24/2013,22.70420456,22.78027916,22.54003906,22.59509468,22.59509468,83056860
7/25/2013,22.36911964,22.44369316,22.17417336,22.21471405,22.21471405,119923956
7/26/2013,22.1969471,22.27202225,22.07207108,22.15590668,22.15590668,71036892
7/29/2013,22.14464569,22.39289284,22.04429436,22.07882881,22.07882881,75600324
7/30/2013,22.15865898,22.41266251,22.04379463,22.29529572,22.29529572,70153776
7/31/2013,22.3470974,22.43518448,22.1766777,22.21596527,22.21596527,86853060
8/1/2013,22.39739609,22.63638687,22.39739609,22.62812805,22.62812805,85450464
8/2/2013,22.60860825,22.69769859,22.54304314,22.68693733,22.68693733,68487444
8/5/2013,22.65740776,22.6606617,22.50250244,22.64764786,22.64764786,52335612
8/6/2013,22.63989067,22.76551628,22.41566658,22.43668747,22.43668747,60183756
8/7/2013,22.39839745,22.48373413,22.24949837,22.28853989,22.28853989,55112832
8/8/2013,22.40966034,22.41841888,22.15440369,22.33883858,22.33883858,59460480
8/9/2013,22.2862854,22.41040993,22.27227211,22.28253365,22.28253365,52895052
8/12/2013,22.19469452,22.19719696,22.06331253,22.1599102,22.1599102,55024920
8/13/2013,22.19294357,22.23473549,21.92692757,22.05330276,22.05330276,56735208
8/14/2013,21.98123169,22.02777863,21.70070076,21.76701736,21.76701736,83204712
8/15/2013,21.63263321,21.64464569,21.47147179,21.51301384,21.51301384,74693232
8/16/2013,21.55355453,21.58258247,21.43493462,21.44419479,21.44419479,66936996
8/19/2013,21.46421432,21.82182121,21.45770836,21.66291237,21.66291237,72363564
8/20/2013,21.73048019,21.82457542,21.61010933,21.6571579,21.6571579,49270680
8/21/2013,21.78803825,21.94469452,21.68418312,21.75500488,21.75500488,70221708
8/22/2013,21.8393383,21.89064026,21.77802849,21.86461449,21.86461449,34761204
8/23/2013,21.96771812,21.97197151,21.76551628,21.77702713,21.77702713,43040916
8/26/2013,21.77177238,21.89439392,21.67292213,21.68143082,21.68143082,42057900
8/27/2013,21.51201248,21.61486435,21.21871948,21.27502441,21.27502441,69294636
8/28/2013,21.27752876,21.40665627,21.21546555,21.23498535,21.23498535,53142804
8/29/2013,21.24799728,21.53103065,21.23598671,21.4071579,21.4071579,59080860
8/30/2013,21.41541481,21.47247124,21.16016006,21.19369316,21.19369316,74389536
9/3/2013,21.38038063,21.67642593,21.37011909,21.53103065,21.53103065,81822096
9/4/2013,21.53027916,21.85935974,21.40065193,21.81256294,21.81256294,81566352
9/5/2013,21.85935974,22.01901817,21.81206131,22.01101112,22.01101112,51600348
9/6/2013,22.0830822,22.1166172,21.86536407,22.01151276,22.01151276,62401536
9/9/2013,22.11536407,22.26601601,22.08258247,22.2234726,22.2234726,49334616
9/10/2013,22.27277374,22.32232285,22.12212181,22.23898888,22.23898888,51452496
9/11/2013,22.23573685,22.44669724,22.17417336,22.42717743,22.42717743,64359576
9/12/2013,22.45745659,22.4699707,22.27252388,22.34884834,22.34884834,43776180
9/13/2013,22.38488579,22.41441345,22.1431427,22.24899864,22.24899864,52962984
9/16/2013,22.42742729,22.44744682,22.1438942,22.21621513,22.21621513,53406540
9/17/2013,22.20745659,22.23198128,22.04704666,22.17492485,22.17492485,50325624
9/18/2013,22.18093109,22.62187195,22.09884834,22.60560608,22.60560608,77310612
